Date,Close,High,Low,Open,Volume,MA50,MA200,RSI,MACD,MACD_Signal,MACD_Histogram
2005-03-24,1.2931926250457764,1.302999496459961,1.2931926250457764,1.2992074489593506,0,,,,,,
2005-03-25,1.2956053018569946,1.2971009016036987,1.2932929992675781,1.2932929992675781,0,,,,,,
2005-03-28,1.289507269859314,1.2959076166152954,1.2861074209213257,1.2958067655563354,0,,,,,,
2005-03-29,1.2937949895858765,1.295303225517273,1.2880953550338745,1.289507269859314,0,,,,,,
2005-03-30,1.2915056943893433,1.2979933023452759,1.2914056777954102,1.2937949895858765,0,,,,,,
2005-03-31,1.2966973781585693,1.3016934394836426,1.291605830192566,1.291605830192566,0,,,,,,
2005-04-01,1.2909055948257446,1.3043080568313599,1.2878963947296143,1.2967981100082397,0,,,,,,
2005-04-04,1.285000205039978,1.2907055616378784,1.2821005582809448,1.289706826210022,0,,,,,,
2005-04-05,1.2857933044433594,1.287697434425354,1.280393362045288,1.2849011421203613,0,,,,,,
2005-04-06,1.2867032289505005,1.2907055616378784,1.2843070030212402,1.2857933044433594,0,,,,,,
2005-04-07,1.285000205039978,1.2938953638076782,1.284406065940857,1.2870012521743774,0,,,,,,
2005-04-08,1.2934937477111816,1.2943978309631348,1.2813942432403564,1.2849011421203613,0,,,,,,
2005-04-11,1.2971009016036987,1.3000012636184692,1.2911056280136108,1.2921065092086792,0,,,,,,
2005-04-12,1.2915056943893433,1.3000012636184692,1.2869019508361816,1.2971009016036987,0,,,49.63192060235153,,,
2005-04-13,1.291205644607544,1.2954038381576538,1.2861074209213257,1.291605830192566,0,,,49.18877787410287,,,
2005-04-14,1.2794922590255737,1.2914056777954102,1.2779062986373901,1.291305661201477,0,,,35.764104933811865,,,
2005-04-15,1.2870012521743774,1.2939958572387695,1.2782983779907227,1.2794922590255737,0,,,45.94838449175668,,,
2005-04-18,1.3017951250076294,1.304103970527649,1.2880953550338745,1.291305661201477,0,,,59.5538774556286,,,
2005-04-19,1.3065063953399658,1.307805061340332,1.298701286315918,1.3017951250076294,0,,,62.768002487182585,,,
2005-04-20,1.3086949586868286,1.3103067874908447,1.2996971607208252,1.3065063953399658,0,,,64.19156642357927,,,
2005-04-21,1.3046995401382446,1.3116990327835083,1.302999496459961,1.3090033531188965,0,,,59.703605732849894,,,
2005-04-22,1.3061991930007935,1.3091918230056763,1.3025072813034058,1.3049037456512451,0,,,60.81111438423682,,,
2005-04-25,1.2993931770324707,1.3059945106506348,1.2960082292556763,1.3056023120880127,0,,,53.609796162858146,,,
2005-04-26,1.2984988689422607,1.3015071153640747,1.2950012683868408,1.2994945049285889,0,,,52.726238876802945,,,
2005-04-27,1.2921065092086792,1.298701286315918,1.2910054922103882,1.2983977794647217,0,,,46.790109604370656,,,
2005-04-28,1.2905057668685913,1.2939958572387695,1.2884937524795532,1.292306900024414,0,,,45.411358233117895,0.0013230378722219882,,
2005-04-29,1.287597894668579,1.2978922128677368,1.2857933044433594,1.2905057668685913,0,,,42.93624796498644,0.0005127368518882403,,
2005-05-02,1.2846039533615112,1.2874983549118042,1.2842081785202026,1.2862067222595215,0,,,40.48930932589445,-0.00036679045465648485,,
2005-05-03,1.2886930704116821,1.2900062799453735,1.2833017110824585,1.2849011421203613,0,,,45.091939061372585,-0.0007255014805154225,,
2005-05-04,1.2950012683868408,1.2972019910812378,1.2878963947296143,1.2886930704116821,0,,,51.3438048802833,-0.0004950569873092281,,
2005-05-05,1.2956053018569946,1.298701286315918,1.2931926250457764,1.2950012683868408,0,,,51.90845913673364,-0.0002606826262119277,,
2005-05-06,1.2811970710754395,1.2963947057724,1.28109872341156,1.2955045700073242,0,,,39.98767230887808,-0.0012234597831262128,,
2005-05-09,1.2854957580566406,1.2872000932693481,1.2794922590255737,1.2819033861160278,0,,,44.11148741610177,-0.0016209146080412573,,
2005-05-10,1.2886930704116821,1.2887927293777466,1.2820019721984863,1.2855949401855469,0,,,47.02720546217892,-0.0016587826208003253,-0.000638256867554738,-0.0010205257532455874
2005-05-11,1.2813942432403564,1.2903059720993042,1.2790013551712036,1.2885932922363281,0,,,41.681347433218114,-0.002251790409468768,-0.0009609635759375441,-0.0012908268335312238
2005-05-12,1.2681021690368652,1.281295657157898,1.266897201538086,1.281295657157898,0,,,34.082838679083565,-0.003751072625832519,-0.0015189853859165392,-0.0022320872399159797
2005-05-13,1.2616068124771118,1.2690999507904053,1.2610976696014404,1.2677003145217896,0,,,31.099296976894465,-0.005401124770191057,-0.002295413262771443,-0.003105711507419614
2005-05-16,1.2639987468719482,1.2647981643676758,1.258605718612671,1.2606048583984375,0,,,33.41098845751658,-0.006441539805981389,-0.003124638571413432,-0.0033169012345679568
2005-05-17,1.2603029012680054,1.2660951614379883,1.260001301765442,1.2639029026031494,0,,,31.644334750942946,-0.007478097220593227,-0.003995330301249392,-0.0034827669193438354
2005-05-18,1.2681021690368652,1.2690999507904053,1.2589067220687866,1.2602077722549438,0,,,38.97727876970782,-0.007582830561356335,-0.004712830353270781,-0.002870000208085554
2005-05-19,1.2635036706924438,1.2690999507904053,1.2618932723999023,1.2678931951522827,0,,,36.49160726208925,-0.0079453043508384,-0.005359325152784305,-0.0025859791980540952
2005-05-20,1.2556977272033691,1.2655024528503418,1.2542015314102173,1.2639029026031494,0,,,32.68157032024402,-0.00876144535482215,-0.0060397491931918745,-0.002721696161630276
2005-05-23,1.257102608680725,1.2596997022628784,1.2539026737213135,1.2553982734680176,0,,,34.016837843782355,-0.00918895621895377,-0.006669590598344254,-0.002519365620609516
2005-05-24,1.2568024396896362,1.2628973722457886,1.2559974193572998,1.2570078372955322,0,,,33.862290529164724,-0.009443128283087576,-0.007224298135292919,-0.0022188301477946573
2005-05-25,1.2599060535430908,1.2618932723999023,1.2556031942367554,1.2568024396896362,0,,,37.047004709760785,-0.009287070210744819,-0.007636852550383299,-0.0016502176603615196
2005-05-26,1.251392126083374,1.2614953517913818,1.2502031326293945,1.2599060535430908,0,,,32.43321068649715,-0.009738140632781445,-0.008057110166862929,-0.0016810304659185156
2005-05-27,1.2581939697265625,1.259303092956543,1.2510008811950684,1.2512043714523315,0,,,38.97224855601911,-0.009437970209760671,-0.008333282175442477,-0.0011046880343181936
2005-05-30,1.248299241065979,1.2547051906585693,1.246603012084961,1.252803087234497,0,,,33.84138334389226,-0.009884561820377336,-0.008643538104429449,-0.0012410237159478869
2005-05-31,1.2307995557785034,1.248907208442688,1.229997158050537,1.2485017776489258,0,,,27.056807189915943,-0.01151779724398816,-0.00921838993234119,-0.0022994073116469685
2005-06-01,1.2196015119552612,1.234095573425293,1.2166930437088013,1.2309964895248413,0,1.2810719633102416,,23.77248467267414,-0.013559431943611644,-0.01008659833459528,-0.003472833609016363
2005-06-02,1.2266929149627686,1.2294981479644775,1.2187987565994263,1.2198989391326904,0,1.2797419691085816,,29.600411117195705,-0.014438783882106732,-0.010957035444097572,-0.00348174843800916
2005-06-03,1.223002314567566,1.231693983078003,1.22089684009552,1.2269939184188843,0,1.278289909362793,,28.384147561019958,-0.015257597154538116,-0.01181714778618568,-0.0034404493683524353
2005-06-06,1.2260010242462158,1.2294981479644775,1.222299575805664,1.2231069803237915,0,1.277019784450531,,30.869686427157433,-0.01548602846592928,-0.012550923922134402,-0.002935104543794878
2005-06-07,1.2278977632522583,1.231496810913086,1.2243947982788086,1.2260010242462158,0,1.2757018399238587,,32.46626393415805,-0.015337213094418711,-0.013108181756591265,-0.002229031337827446
2005-06-08,1.2237954139709473,1.2345983982086182,1.2215979099273682,1.2280033826828003,0,1.2743476343154907,,30.8089379142057,-0.015373089733545564,-0.013561163351982125,-0.001811926381563439
2005-06-09,1.2227928638458252,1.2250999212265015,1.2187987565994263,1.223900318145752,0,1.272869544029236,,30.400510713154105,-0.015305981814255354,-0.013910127044436772,-0.0013958547698185823
2005-06-10,1.2136952877044678,1.2249947786331177,1.2110936641693115,1.223002314567566,0,1.2713253378868103,,26.91379059861451,-0.015804709811110262,-0.01428904359777147,-0.0015156662133387917
2005-06-13,1.211798071861267,1.2122975587844849,1.20339834690094,1.2116951942443848,0,1.269861295223236,,26.23795370502299,-0.01616668531965848,-0.014664571942148874,-0.0015021133775096063
2005-06-14,1.202602505683899,1.2149930000305176,1.2028049230575562,1.2116951942443848,0,1.2681974792480468,,23.19739953994285,-0.016999598073328848,-0.015131577168384869,-0.0018680209049439789
2005-06-15,1.2121946811676025,1.213106393814087,1.2021976709365845,1.202602505683899,0,1.266707308292389,,32.043954968632505,-0.01669324964433283,-0.015443911663574462,-0.0012493379807583683
2005-06-16,1.2099066972732544,1.2162047624588013,1.2064036130905151,1.2125033140182495,0,1.2652054381370545,,31.123078537901065,-0.0164455138394628,-0.01564423209875213,-0.0008012817407106708
2005-06-17,1.2278977632522583,1.2291958332061768,1.2093945741653442,1.2098042964935303,0,1.263893518447876,,44.60406714440404,-0.01462882082205752,-0.015441149843413209,0.0008123290213556886
2005-06-20,1.2151997089385986,1.2247997522354126,1.213003396987915,1.2197948694229126,0,1.2622554945945739,,38.827701645303826,-0.0140517258297721,-0.015163265040684989,0.0011115392109128895
2005-06-21,1.2174040079116821,1.2250999212265015,1.2075982093811035,1.215096354484558,0,1.2607734608650207,,40.27368705645097,-0.013263610737339171,-0.014783334180015826,0.0015197234426766546
2005-06-22,1.212106466293335,1.2200031280517578,1.210404634475708,1.2174040079116821,0,1.2591914772987365,,37.95185560127117,-0.012917585301285728,-0.014410184404269806,0.0014925991029840786
2005-06-23,1.2029062509536743,1.2140047550201416,1.2025011777877808,1.2120037078857422,0,1.2576597571372985,,34.258002388303794,-0.01323319411436441,-0.014174786346288729,0.0009415922319243181
2005-06-24,1.2098042964935303,1.210800290107727,1.200595498085022,1.2030943632125854,0,1.2561158180236816,,39.048123018845395,-0.012779388906453804,-0.013895706858321744,0.0011163179518679407
2005-06-27,1.2163970470428467,1.218605637550354,1.2109030485153198,1.2109030485153198,0,1.254407856464386,,43.300284087599756,-0.011752292031291134,-0.013467023892915623,0.0017147318616244894
2005-06-28,1.2073066234588623,1.2171964645385742,1.2052984237670898,1.2161011695861816,0,1.252423861026764,,39.235784162798076,-0.011538819243703147,-0.013081382963073129,0.0015425637193699823
2005-06-29,1.207802414894104,1.210800290107727,1.2023999691009521,1.2065927982330322,0,1.2504060101509094,,39.568961928702116,-0.011200521654676665,-0.012705210701393837,0.0015046890467171718
2005-06-30,1.2091021537780762,1.2119008302688599,1.2047032117843628,1.2097017765045166,0,1.248494062423706,,40.49017180541283,-0.010704149539712882,-0.012304998469057648,0.0016008489293447663
2005-07-01,1.193602204322815,1.210097074508667,1.193602204322815,1.208795189857483,0,1.2462421226501466,,33.86102693762135,-0.011429732602315612,-0.012129945295709241,0.0007002126933936294
